book_id,user_id,rating,id,isbn,authors,original_publication_year,original_title,average_rating,ratings_count,image_url
4271,158,5,795,140285679,Nick Hornby,1998,About A Boy,3.79,101999,https://images.gr-assets.com/books/1382004144m/4271.jpg
4325,208,4,1789,142401757,Sarah Dessen,2000,Dreamland,3.91,64082,https://images.gr-assets.com/books/1385861832m/4325.jpg
4339,2563,3,8996,679735259,Michael Herr,1977,Dispatches,4.24,10383,https://images.gr-assets.com/books/1343099128m/4339.jpg
4364,815,4,9111,375703403,Suketu Mehta,2004,Maximum City: Bombay Lost And Found,3.91,7894,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4373,1402,4,5794,60856262,Loung Ung,2000,First They Killed My Father: A Daughter Of Cambodia Remembers,4.29,17459,https://images.gr-assets.com/books/1407105580m/4373.jpg
4381,876,4,48,307347974,Ray Bradbury,1953,Fahrenheit 451,3.97,570498,https://images.gr-assets.com/books/1351643740m/4381.jpg
4395,335,5,131,142000663,John Steinbeck,1939,The Grapes Of Wrath,3.92,322321,https://images.gr-assets.com/books/1352912927m/4395.jpg
4406,124,4,225,142000655,John Steinbeck,1952,East Of Eden,4.35,320919,https://images.gr-assets.com/books/1441547516m/4406.jpg
4407,889,5,167,747263744,Neil Gaiman,2001,American Gods,4.11,378019,https://images.gr-assets.com/books/1258417001m/4407.jpg
4473,35,3,325,552135399,John Irving,1989,A Prayer For Owen Meany,4.22,226964,https://images.gr-assets.com/books/1260470010m/4473.jpg
4477,69,4,3308,312421702,"Atul Gawande, Susanne Kuhlmann-Krieg",2002,Complications: A Surgeon'S Notes On An Imperfect Science,4.23,26267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4507,36,5,7453,553803077,Julie Gregory,2003,Sickened,3.72,11860,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4516,118,3,5022,8423648990,Carlos Ruiz Zafón,1999,Marina,3.99,18260,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4530,289,3,9513,143035363,Helen Fielding,2003,Olivia Joules And The Overactive Imagination,3.1,10687,https://images.gr-assets.com/books/1408588694m/4530.jpg
4538,230,3,2985,689862210,E.L. Konigsburg,1996,The View From Saturday,3.74,36803,https://images.gr-assets.com/books/1476944774m/4538.jpg
4588,7,3,249,618711651,Jonathan Safran Foer,2005,Extremely Loud And Incredibly Close,3.97,294726,https://images.gr-assets.com/books/1327879967m/4588.jpg
4591,6594,3,5027,60894083,Matt Ridley,1999,Genome: The Autobiography Of A Species In 23 Chapters,4.02,17684,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4599,193,5,8814,786886323,Glen David Gold,2001,Carter Beats The Devil,4.09,10000,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4600,343,4,4261,689861133,Sandra Boynton,1982,"Moo, Baa, La La La!",4.19,26065,https://images.gr-assets.com/books/1451996462m/4600.jpg
4625,200,3,3126,684843323,Ernest Hemingway,1925,The Complete Short Stories Of Ernest Hemingway,4.28,28129,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4630,356,3,5704,684859238,Ernest Hemingway,1937,To Have And Have Not,3.57,16074,https://images.gr-assets.com/books/1400886825m/4630.jpg
4631,343,5,1031,99285045,Ernest Hemingway,1964,A Moveable Feast,4.04,69992,https://images.gr-assets.com/books/1427463201m/4631.jpg
4633,311,1,9317,743253426,Ernest Hemingway,1970,Islands In The Stream,3.86,9608,https://images.gr-assets.com/books/1400891142m/4633.jpg
4645,1078,5,3764,684862212,Ernest Hemingway,1938,The Snows Of Kilimanjaro And Other Stories,3.88,21365,https://images.gr-assets.com/books/1400889884m/4645.jpg
4652,1402,3,6273,684822761,Ernest Hemingway,1925,In Our Time,3.8,14912,https://images.gr-assets.com/books/1369859426m/4652.jpg
4656,113,4,4130,345463153,John Irving,2001,The Fourth Hand,3.3,23277,https://images.gr-assets.com/books/1375776688m/4656.jpg
4657,2763,2,9722,034541800X,John Irving,1972,The Water-Method Man,3.34,9725,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4659,336,4,1936,345469011,John Irving,1998,A Widow For One Year,3.74,45051,https://images.gr-assets.com/books/1375776653m/4659.jpg
4660,352,3,8735,345417968,John Irving,1974,The 158-Pound Marriage,3.22,10532,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4662,2926,5,7409,684842505,"F. Scott Fitzgerald, Matthew J. Bruccoli",1920,The Short Stories Of F. Scott Fitzgerald,4.23,11525,https://images.gr-assets.com/books/1400891315m/4662.jpg
4671,206,3,5,743273567,F. Scott Fitzgerald,1925,The Great Gatsby,3.89,2683664,https://images.gr-assets.com/books/1490528560m/4671.jpg
4687,1148,2,704,786226749,John Irving,1985,The Cider House Rules,4.1,124876,https://images.gr-assets.com/books/1327962519m/4687.jpg
4692,633,3,3920,751503894,Noah Gordon,1986,The Physician,4.35,19310,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4701,3375,5,3792,385520514,Mark Haddon,2006,A Spot Of Bother,3.46,23676,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4708,3715,5,3255,743451503,F. Scott Fitzgerald,1922,The Beautiful And Damned,3.75,26597,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4796,204,4,3387,143039482,"John Steinbeck, Susan Shillinglaw",1961,The Winter Of Our Discontent,3.99,28050,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4799,289,5,1161,014200068X,John Steinbeck,1945,Cannery Row,4.02,81598,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4806,319,3,2295,802714625,"Dava Sobel, Neil Armstrong",1995,Longitude,3.95,38151,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4813,537,4,8382,006054094X,Gavin Menzies,2002,1421: The Year China Discovered America,3.58,10200,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4820,828,4,3570,670037605,Nathaniel Philbrick,2006,"Mayflower: A Story Of Courage, Community, And War",3.86,25752,https://images.gr-assets.com/books/1474488130m/4820.jpg
4830,1487,3,8175,679783482,Salman Rushdie,2005,Shalimar The Clown,3.86,10396,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4835,627,4,4468,670886580,"Salman Rushdie, Paul Birkbeck",1990,Haroun And The Sea Of Stories,4.01,19221,https://images.gr-assets.com/books/1419913148m/4835.jpg
4865,824,5,260,9780671723650.0,Dale Carnegie,1936,How To Win Friends And Influence People,4.13,282623,https://images.gr-assets.com/books/1442726934m/4865.jpg
4866,1029,3,1750,671035975,Dale Carnegie,1944,How To Stop Worrying And Start Living,4.08,46797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4887,275,3,9296,465016901,"Alice  Miller, Ruth Ward",1979,Das Drama Des Begabten Kindes Und Die Suche Nach Dem Wahren Selbst: Eine Um- Und Fortschreibung,4.09,9563,https://images.gr-assets.com/books/1339395245m/4887.jpg
4894,828,5,315,91883768,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,3.74,237272,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4898,35,4,2686,1591396190,"W. Chan Kim, Renée Mauborgne",2004,Blue Ocean Strategy: How To Create Uncontested Market Space And Make Competition Irrelevant,3.86,30665,https://images.gr-assets.com/books/1416445924m/4898.jpg
4900,405,5,301,1892295490,Joseph Conrad,1899,Heart Of Darkness,3.42,255576,https://images.gr-assets.com/books/1392799983m/4900.jpg
4909,343,4,3966,743243781,Frank McCourt,2005,Teacher Man,3.73,23736,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4912,343,3,2252,6551815,Frank McCourt,1999,'Tis: A Memoir,3.66,40726,https://images.gr-assets.com/books/1375947803m/4912.jpg
4921,965,4,3023,140621334,Jerome K. Jerome,1889,Three Men In A Boat (To Say Nothing Of The Dog),3.9,30250,https://images.gr-assets.com/books/1392791656m/4921.jpg
4929,2354,5,430,1400079276,"Haruki Murakami, Philip Gabriel",2002,海辺のカフカ [Umibe No Kafuka],4.13,167593,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4934,939,4,485,374528373,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,Братья Карамазовы,4.3,155838,https://images.gr-assets.com/books/1427728126m/4934.jpg
4948,284,3,296,241003008,Eric Carle,1969,The Very Hungry Caterpillar,4.29,296952,https://images.gr-assets.com/books/1327878225m/4948.jpg
4950,889,3,8015,061871166X,Amitav Ghosh,2004,The Hungry Tide,3.91,9722,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4952,4624,3,1238,1932416641,Dave Eggers,2006,What Is The What: The Autobiography Of Valentino Achak Deng,4.16,59333,https://images.gr-assets.com/books/1328837457m/4952.jpg
4953,51,4,495,375725784,Dave Eggers,2000,A Heartbreaking Work Of Staggering Genius,3.68,145459,https://images.gr-assets.com/books/1327714834m/4953.jpg
4954,3519,3,3092,1400033543,Dave Eggers,2002,You Shall Know Our Velocity!,3.62,23985,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4955,289,5,6895,1400095565,Dave Eggers,2005,How We Are Hungry,3.75,11282,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4965,476,4,901,142001430,Geraldine Brooks,2001,Year Of Wonders: A Novel Of The Plague,4.0,104283,https://images.gr-assets.com/books/1327936622m/4965.jpg
4978,1421,4,936,141651693X,"Stephen King, Bernie Wrightson",2003,Wolves Of The Calla,4.17,98182,https://images.gr-assets.com/books/1419360231m/4978.jpg
4979,287,5,2770,081297736X,Kurt Vonnegut Jr.,2005,A Man Without A Country,4.07,29859,https://images.gr-assets.com/books/1330997432m/4979.jpg
4980,2328,2,405,385334206,Kurt Vonnegut Jr.,1973,Breakfast Of Champions,4.08,178154,https://images.gr-assets.com/books/1327934446m/4980.jpg
4981,3505,5,65,385333846,Kurt Vonnegut Jr.,1969,"Slaughterhouse-Five, Or The Children'S Crusade: A Duty-Dance With Death",4.06,846488,https://images.gr-assets.com/books/1440319389m/4981.jpg
4982,1339,2,1074,1857988841,Kurt Vonnegut Jr.,1959,The Sirens Of Titan,4.16,72493,https://images.gr-assets.com/books/1419363185m/4982.jpg
4983,24,4,2975,791071685,"Harold Bloom, Terry Southern, David H. Goldsmith, James Lundquist, Lawrence R. Broer, Peter J. Reed, Loree Rackstraw, William S. Doxey, Jerome Klinkowitz, Richard Giannone, John L. Simons, Leonard Mustazza, Zoltan Ab di-Nagy, Peter Freese, Wendy B. Faris",2002,Kurt Vonnegut'S Cat Cradle,4.35,27519,https://images.gr-assets.com/books/1297118346m/4983.jpg
4984,166,4,9972,99282968,Kurt Vonnegut Jr.,1999,Bagombo Snuff Box,3.72,7407,https://images.gr-assets.com/books/1327353727m/4984.jpg
4985,557,5,2172,385333501,Kurt Vonnegut Jr.,1968,Welcome To The Monkey House,4.13,40071,https://images.gr-assets.com/books/1381107552m/4985.jpg
4986,336,4,7338,743422007,Kurt Vonnegut Jr.,1999,"God Bless You, Dr. Kevorkian",3.83,11543,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4987,75,3,5330,385333900,Kurt Vonnegut Jr.,1979,Jailbird,3.81,15643,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
4989,828,4,150,312353766,Anita Diamant,1997,The Red Tent,4.16,424981,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5015,2031,5,2013,1400076196,Ian McEwan,2005,Saturday,3.61,45567,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5038,884,3,2219,765340747,Terry Goodkind,2001,The Pillars Of Creation,3.67,43424,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5043,755,2,142,451207149,Ken Follett,1989,The Pillars Of The Earth,4.29,462517,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5052,1173,4,9454,451216725,Ken Follett,2000,Code To Zero,3.64,9071,https://images.gr-assets.com/books/1309209804m/5052.jpg
5053,2556,5,6760,451208706,Ken Follett,1982,The Man From St. Petersburg,3.84,13193,https://images.gr-assets.com/books/1411331808m/5053.jpg
5055,284,5,7544,451211472,Ken Follett,1991,Night Over Water,3.78,12329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5062,1435,3,5705,451219597,Ken Follett,2001,Jackdaws,3.91,17489,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5064,1458,1,642,525950079,Ken Follett,2007,World Without End,4.23,128715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5068,209,4,9302,330489674,Graham Swift,1996,Last Orders,3.68,9349,https://images.gr-assets.com/books/1457623323m/5068.jpg
5084,10,2,1441,1400043468,"Julia Child, Alex Prud'Homme",2006,My Life In France,4.16,63100,https://images.gr-assets.com/books/1395564378m/5084.jpg
5091,218,5,953,1416524525,Stephen King,2004,The Dark Tower,4.27,93296,https://images.gr-assets.com/books/1372296329m/5091.jpg
5093,597,5,1053,1416521496,"Stephen King, Darrel Anderson",2004,Song Of Susannah,3.98,84957,https://images.gr-assets.com/books/1372296326m/5093.jpg
5094,1660,2,612,451210859,Stephen King,1987,The Drawing Of The Three,4.23,139052,https://images.gr-assets.com/books/1370918050m/5094.jpg
5096,1402,3,806,340829788,"Stephen King, Dave McKean",1997,Wizard And Glass,4.24,105026,https://images.gr-assets.com/books/1327946510m/5096.jpg
5107,1140,5,8,316769177,J.D. Salinger,1951,The Catcher In The Rye,3.79,2044241,https://images.gr-assets.com/books/1398034300m/5107.jpg
5113,27,4,483,316769029,J.D. Salinger,1961,Franny And Zooey,3.98,152906,https://images.gr-assets.com/books/1355037988m/5113.jpg
5114,207,4,2339,316766941,J.D. Salinger,1955,"Raise High The Roof Beam, Carpenters / Seymour: An Introduction",4.11,36751,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5128,219,1,3464,60595183,Aldous Huxley,1956,The Doors Of Perception & Heaven And Hell,3.96,24213,https://images.gr-assets.com/books/1375947566m/5128.jpg
5129,630,4,55,60929871,Aldous Huxley,1932,Brave New World,3.97,1022601,https://images.gr-assets.com/books/1487389574m/5129.jpg
5130,649,5,5783,60085495,Aldous Huxley,1962,Island,3.87,14440,https://images.gr-assets.com/books/1375947541m/5130.jpg
5139,203,2,78,307275558,Lauren Weisberger,2003,The Devil Wears Prada,3.7,665930,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5148,4678,2,595,743253973,John Knowles,1959,A Separate Peace,3.56,155901,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5157,762,4,1386,385333137,Anna Quindlen,1998,Black And Blue,3.86,67753,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5158,143,3,5157,375703063,Kaye Gibbons,1989,A Virtuous Woman,3.67,21311,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5159,384,3,2603,425169693,Alice Hoffman,1997,Here On Earth,3.68,38954,https://images.gr-assets.com/books/1388299278m/5159.jpg
5160,289,5,6057,375500723,Maya Angelou,1981,The Heart Of A Woman,4.19,15962,https://images.gr-assets.com/books/1417404078m/5160.jpg
5161,23,3,847,140286276,Jacquelyn Mitchard,1996,The Deep End Of The Ocean,3.84,102733,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5166,363,2,625,375706771,Chris Bohjalian,1997,Midwives,3.97,133155,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5167,363,4,2644,446678457,Lalita Tademy,2001,Cane River,4.04,38013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5168,2334,5,381,446672211,Billie Letts,1995,Where The Heart Is,4.0,208333,https://images.gr-assets.com/books/1327959469m/5168.jpg
5171,1245,2,1317,345439104,Christina Schwarz,2000,Drowning Ruth,3.73,67768,https://images.gr-assets.com/books/1390180160m/5171.jpg
5174,87,3,1806,743466527,Ann-Marie MacDonald,1996,Fall On Your Knees,3.95,50446,https://images.gr-assets.com/books/1481449709m/5174.jpg
5175,320,5,5667,038079487X,Pearl Cleage,1997,What Looks Like Crazy On An Ordinary Day,3.7,17853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5176,1355,4,1762,345443284,Sue Miller,1998,While I Was Gone,3.67,52244,https://images.gr-assets.com/books/1495632082m/5176.jpg
5179,105,3,5737,671774670,Melinda Haynes,1999,Mother Of Pearl,3.67,17378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5180,1214,4,3468,425162443,Sheri Reynolds,1995,The Rapture Of Canaan,3.8,30267,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5181,36,5,3284,671042572,Bret Lott,1991,Jewel (Oprah'S Book Club),3.64,31851,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5182,1712,4,3787,140244824,Mary McGarry Morris,1995,Songs In Ordinary Time,3.68,27034,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5186,111,4,4671,037570504X,Edwidge Danticat,1994,"Breath, Eyes, Memory",3.86,22123,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5187,366,3,1675,385265700,Jane Hamilton,1988,The Book Of Ruth,3.82,56842,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5190,10912,5,2087,345435168,Elizabeth Berg,2000,Open House,3.68,48639,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5191,244,4,1311,316601950,Anita Shreve,1998,The Pilot'S Wife,3.5,71777,https://images.gr-assets.com/books/1435011220m/5191.jpg
5196,107,3,1649,440235596,Maeve Binchy,1998,Tara Road,3.88,60154,https://images.gr-assets.com/books/1403194637m/5196.jpg
5197,9192,5,2578,375702709,Ernest J. Gaines,1993,A Lesson Before Dying,3.93,40651,https://images.gr-assets.com/books/1405866945m/5197.jpg
5198,275,4,5629,452280397,Toni Morrison,1997,Paradise,3.77,17524,https://images.gr-assets.com/books/1327935897m/5198.jpg
5203,289,5,306,671021001,Wally Lamb,1992,She'S Come Undone,3.84,259576,https://images.gr-assets.com/books/1408313457m/5203.jpg
5204,208,4,1145,452282829,Joyce Carol Oates,1996,We Were The Mulvaneys,3.7,77251,https://images.gr-assets.com/books/1309282868m/5204.jpg
5205,390,4,1567,385720106,"Jane Hamilton, Frank  Muller, C.J. Critt",1992,A Map Of The World,3.78,61347,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5211,207,4,779,140003065X,Rohinton Mistry,1996,A Fine Balance,4.34,99252,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5246,1359,3,1566,142437808,Edith Wharton,1911,Ethan Frome,3.35,72421,https://images.gr-assets.com/books/1389822254m/5246.jpg
5289,268,5,5840,7144350,"Oscar Wilde, Merlin Holland",1908,Collected Works,4.45,10835,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5296,1314,4,3699,048641423X,Oscar Wilde,1893,An Ideal Husband,4.03,29952,https://images.gr-assets.com/books/1417045098m/5296.jpg
5297,554,3,95,375751513,"Oscar Wilde, Jeffrey Eugenides",1891,The Picture Of Dorian Gray,4.06,590014,https://images.gr-assets.com/books/1424596966m/5297.jpg
5306,228,4,2004,142000701,John Steinbeck,1962,Travels With Charley: In Search Of America,4.07,45856,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5308,1639,3,730,142000698,John Steinbeck,1947,The Pearl Of The World,3.41,133264,https://images.gr-assets.com/books/1437234939m/5308.jpg
5326,226,2,204,1561797464,Charles Dickens,1843,A Christmas Carol,4.02,394540,https://images.gr-assets.com/books/1406512317m/5326.jpg
5338,1303,3,3323,140439056,"Charles Dickens, Michael Slater",1843,A Christmas Carol And Other Christmas Writings,4.13,28675,https://images.gr-assets.com/books/1388952779m/5338.jpg
5344,130,5,2846,321107217,Charles Dickens,1854,Hard Times: For These Times,3.5,34675,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5345,1527,4,1986,385517238,John Grisham,2006,The Innocent Man,3.79,43793,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5346,218,5,1388,385339682,John Grisham,2004,The Last Juror,3.85,63114,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5347,287,5,3273,99468190,John Grisham,2003,Bleachers,3.46,27719,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5348,375,1,1057,440234743,John Grisham,1999,The Testament,3.83,80377,https://images.gr-assets.com/books/1403174228m/5348.jpg
5349,146,3,596,385339607,John Grisham,1995,The Rainmaker,3.91,137412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5350,23,3,963,385339100,John Grisham,1997,The Partner,3.89,86870,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5351,1993,4,1037,385339097,John Grisham,1998,The Street Lawyer,3.81,80577,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5352,193,4,1733,385339593,John Grisham,2002,The Summons,3.68,53304,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5354,1119,4,1245,385339674,John Grisham,2000,The Brethren,3.71,69351,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5355,409,1,833,385339666,John Grisham,1994,The Chamber,3.76,102715,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5356,2403,5,1407,385339658,John Grisham,2003,The King Of Torts,3.67,61835,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5357,895,4,2573,99481685,John Grisham,2001,Skipping Christmas,3.47,39486,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5358,82,4,123,582418275,John Grisham,1991,The Firm,3.99,488269,https://images.gr-assets.com/books/1418465200m/5358.jpg
5359,1198,3,227,385339089,John Grisham,1993,The Client,3.97,320083,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5360,2848,4,1573,385337930,John Grisham,2001,A Painted House,3.67,59974,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5364,683,4,463,385335970,Diana Gabaldon,1992,Dragonfly In Amber,4.31,178110,https://images.gr-assets.com/books/1456114344m/5364.jpg
5367,228,3,5247,380809060,Roger Zelazny,1999,The Great Book Of Amber,4.31,20748,https://images.gr-assets.com/books/1165519096m/5367.jpg
5368,1026,3,7357,141009829,Kathleen Winsor,1944,Forever Amber,3.98,13286,https://images.gr-assets.com/books/1350464965m/5368.jpg
5369,1033,4,6690,034548343X,Steve Berry,2003,The Amber Room,3.83,16519,https://images.gr-assets.com/books/1329497506m/5369.jpg
5413,1296,5,1292,385516487,"Stephen King, Jerry N. Uelsmann",2005,'Salem'S Lot The Illustrated Edition,4.25,72797,https://images.gr-assets.com/books/1320478491m/5413.jpg
5417,1355,5,9139,517219026,Stephen King,1983,Three Complete Novels: Carrie/Salem'S Lot/The Shining,4.52,11063,https://images.gr-assets.com/books/1376725117m/5417.jpg
5439,287,5,662,618101365,Jhumpa Lahiri,1999,Interpreter Of Maladies,4.12,110651,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5452,307,3,2054,553375938,Ann Brashares,2005,Girls In Pants: The Third Summer Of The Sisterhood,3.82,56485,https://images.gr-assets.com/books/1320473346m/5452.jpg
5453,323,4,2270,385729367,Ann Brashares,2007,Forever In Blue: The Fourth Summer Of The Sisterhood,3.8,56113,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5454,294,4,1718,385731051,Ann Brashares,2003,The Second Summer Of The Sisterhood,3.78,67357,https://images.gr-assets.com/books/1467700995m/5454.jpg
5470,228,4,13,451524934,"George Orwell, Erich Fromm, Celâl Üster",1949,Nineteen Eighty-Four,4.14,1956832,https://images.gr-assets.com/books/1348990566m/5470.jpg
5472,2784,4,846,151010269,"George Orwell, Christopher Hitchens",1950,Animal Farm & 1984,4.26,116197,https://images.gr-assets.com/books/1327959366m/5472.jpg
5479,143,3,809,60776099,"Aldous Huxley, Christopher Hitchens",1932,Brave New World/Brave New World Revisited,4.16,108124,https://images.gr-assets.com/books/1331315450m/5479.jpg
5481,111,3,8140,60898526,Aldous Huxley,1958,Brave New World Revisited,3.93,11073,https://images.gr-assets.com/books/1410136964m/5481.jpg
5508,717,5,4043,140369260,"Ruud van der Rol, Rian Verhoeven, Anna Quindlen, Anne Frank, Tony Langham, Plym Peters",1992,Anne Frank: Beyond The Diary - A Photographic Remembrance,4.25,22725,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5509,490,3,1815,671662341,"Miep Gies, Alison Leslie Gold",1987,Anne Frank Remembered,4.26,50412,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5517,203,3,2240,375508333,Lorraine Hansberry,1959,A Raisin In The Sun,3.72,44237,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5526,282,4,152,446528056,Nicholas Sparks,2006,Dear John,4.01,441062,https://images.gr-assets.com/books/1397749854m/5526.jpg
5527,247,4,2053,156004801,Robert Penn Warren,1946,All The King’S Men,4.08,42821,https://images.gr-assets.com/books/1342193852m/5527.jpg
5544,3644,5,956,393316041,Richard Feynman,1984,"Surely You'Re Joking, Mr. Feynman! Adventures Of A Curious Character",4.29,91625,https://images.gr-assets.com/books/1348445281m/5544.jpg
5548,1198,3,6011,393320928,Richard Feynman,1988,What Do You Care What Other People Think? Further Adventures Of A Curious Character,4.28,14948,https://images.gr-assets.com/books/1297913068m/5548.jpg
