id,book_id,isbn,authors,original_publication_year,original_title,average_rating,ratings_count,image_url
5059,10115852,006204964X,Rob Bell,2011,Love Wins,3.54,17668,https://images.gr-assets.com/books/1327878550m/10115852.jpg
5060,9376345,451233182,Rachel Caine,2011,Bite Club,4.23,25064,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5061,78970,312933541,Jeffrey Archer,1985,A Matter Of Honor,3.9,16502,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5062,469901,743482883,Linda Howard,2000,Mr. Perfect,4.07,24753,https://images.gr-assets.com/books/1327960914m/469901.jpg
5063,16093188,,M. Leighton,2013,Up To Me,4.12,30597,https://images.gr-assets.com/books/1355328750m/16093188.jpg
5064,16124019,,Mira Lyn Kelly,2012,Waking Up Married,3.53,23812,https://images.gr-assets.com/books/1352411782m/16124019.jpg
5065,1225261,055380555X,Linwood Barclay,2007,No Time For Goodbye,4.0,17413,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5066,207802,60730269,Katherine Hannigan,2004,"Ida B. . . And Her Plans To Maximize Fun, Avoid Disaster, And (Possibly) Save The World",3.86,20551,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5067,4703450,7273746,Robin Hobb,2009,The Dragon Keeper,3.93,19620,https://images.gr-assets.com/books/1330079386m/4703450.jpg
5068,210404,195007778,Aldo Leopold,1949,A Sand County Almanac,4.24,16792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5069,895886,805072063,"Eric Knight, Marguerite Kirmse",1940,Lassie Come-Home,4.16,19100,https://images.gr-assets.com/books/1316130656m/895886.jpg
5070,178788,1932100660,"T. Colin Campbell, Thomas M. Campbell II",2001,"The China Study: The Most Comprehensive Study Of Nutrition Ever Conducted And The Startling Implications For Diet, Weight Loss And Long-Term Health",4.21,16485,https://images.gr-assets.com/books/1376474019m/178788.jpg
5071,1013383,333710932,"Julia Donaldson, Axel Scheffler",1999,The Gruffalo,4.47,19609,https://images.gr-assets.com/books/1329674496m/1013383.jpg
5072,359,345455290,Douglas Adams,2002,The Salmon Of Doubt: Hitchhiking The Galaxy One Last Time,3.92,20177,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5073,250024,1857987632,Arthur C. Clarke,1956,The City And The Stars,4.08,19032,https://images.gr-assets.com/books/1340242824m/250024.jpg
5074,18667307,2723495612,"Sui Ishida, 石田 スイ",2012,東京喰種トーキョーグール 1,4.43,43490,https://images.gr-assets.com/books/1498748457m/18667307.jpg
5075,352262,316737372,Cressida Cowell,2003,How To Train Your Dragon,3.85,23042,https://images.gr-assets.com/books/1431930187m/352262.jpg
5076,6753,034911188X,David Foster Wallace,1999,Brief Interviews With Hideous Men,3.88,15555,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5077,170619,1416516727,Mary Higgins Clark,1992,All Around The Town,3.94,20029,https://images.gr-assets.com/books/1355139896m/170619.jpg
5078,4758093,61767581,Lauren Conrad,2009,L.A. Candy,3.36,21910,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5079,6618272,1440154236,Kiera Cass,2009,The Siren,3.78,21740,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5080,43993,340686030,Greg Iles,1999,The Quiet Game,4.17,16853,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5081,22680,679764410,Joseph J. Ellis,1996,American Sphinx: The Character Of Thomas Jefferson,3.9,17375,https://images.gr-assets.com/books/1403187214m/22680.jpg
5082,11777020,307948684,"Jo Nesbø, Don Bartlett",2008,Hodejegerne,3.78,16509,https://images.gr-assets.com/books/1320551831m/11777020.jpg
5083,93793,399153357,Daniel Silva,2006,The Messenger,4.18,16974,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5084,243598,141023422,Paul Bowles,1949,The Sheltering Sky,3.92,16494,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5085,22910900,1406331163,Patrick Ness,2015,The Rest Of Us Just Live Here,3.76,23412,https://images.gr-assets.com/books/1429800081m/22910900.jpg
5086,1933181,345495357,Alison Weir,2008,The Lady Elizabeth,3.97,20345,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5087,16131193,1455503258,Lily Koppel,2013,The Astronaut Wives Club,3.26,17837,https://images.gr-assets.com/books/1352436564m/16131193.jpg
5088,184419,375757910,"G.K. Chesterton, Jonathan Lethem",1908,The Man Who Was Thursday - A Nightmare,3.85,17481,https://images.gr-assets.com/books/1403181403m/184419.jpg
5089,764903,006008460X,"Frank B. Gilbreth Jr., Ernestine Gilbreth Carey",1948,Cheaper By The Dozen,3.99,26266,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5090,2198274,446581194,"Douglas Preston, Mario Spezi",2008,The Monster Of Florence: A True Story,3.72,21548,https://images.gr-assets.com/books/1306075698m/2198274.jpg
5091,112525,031605755X,Daniel Woodrell,2006,Winter'S Bone,3.92,18306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5092,30243,553816322,Laurell K. Hamilton,2004,"Seduced By Moonlighty (Merry Gentry, #3)",4.05,26388,https://images.gr-assets.com/books/1500145890m/30243.jpg
5093,1297150,60888644,Bernard Cornwell,2007,Sword Song,4.28,17106,https://images.gr-assets.com/books/1407111536m/1297150.jpg
5094,1734639,61251348,Jessica Seinfeld,2007,Deceptively Delicious: Simple Secrets To Get Your Kids Eating Good Food,3.39,17837,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5095,228534,316780375,Anita Shreve,1997,The Weight Of Water,3.62,21394,https://images.gr-assets.com/books/1327936566m/228534.jpg
5096,16062210,1301786454,Katie Ashley,2013,Music Of The Heart,4.0,32013,https://images.gr-assets.com/books/1458915186m/16062210.jpg
5097,41951,451203771,Maeve Binchy,2000,The Scarlet Feather,3.93,20948,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5098,16070018,988489112,Aleatha Romig,2012,"Truth (Consequences, #2)",4.38,25472,https://images.gr-assets.com/books/1398768721m/16070018.jpg
5099,34503,60507772,"Terry Pratchett, Paul Kidby",2001,The Last Hero,4.15,22537,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5100,83539,553275720,Isaac Asimov,1966,Fantastic Voyage,3.89,20415,https://images.gr-assets.com/books/1320425345m/83539.jpg
5101,11472,312243359,Philip Gourevitch,1998,We Wish To Inform You That Tomorrow We Will Be Killed With Our Families,4.3,18716,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5102,12611073,161638610X,Jonathan Cahn,2011,The Harbinger: The Ancient Mystery That Holds The Secret Of America'S Future,3.93,15063,https://images.gr-assets.com/books/1345009097m/12611073.jpg
5103,16248078,62073168,Daniel Silva,2013,The English Girl,4.08,15292,https://images.gr-assets.com/books/1371747020m/16248078.jpg
5104,8296140,1400068169,Susan Vreeland,2010,Clara And Mr. Tiffany,3.71,23459,https://images.gr-assets.com/books/1320562282m/8296140.jpg
5105,18295852,316254770,Jennifer E. Smith,2014,The Geography Of You And Me,3.68,22368,https://images.gr-assets.com/books/1376408056m/18295852.jpg
5106,7991200,1409521966,L.A. Weatherly,2010,Angel ,3.89,22262,https://images.gr-assets.com/books/1326626626m/7991200.jpg
5107,11254850,1416997946,Brandon Mull,2012,"Seeds Of Rebellion (Beyonders, #2)",4.25,20291,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5108,82751,440228654,Adeline Yen Mah,1999,Chinese Cinderella: The True Story Of An Unwanted Daughter,4.04,21410,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5109,14785,425182878,John Sandford,2001,Chosen Prey,4.23,20176,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5110,8320534,785139877,"Bryan J.L. Glass, Tim Seeley, Hugo Petrus, Raymond E. Feist",2010,Raymond E. Feist'S Magician Master,4.43,18430,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5111,31140847,,Vi Keeland,2016,Bossman,4.25,24354,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5112,2880715,451225007,J.R. Ward,2008,The Black Dagger Brotherhood: An Insider'S Guide,4.32,26144,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5113,6120349,1600104835,"Joe Hill, Gabriel Rodríguez",2009,Head Games ,4.36,22505,https://images.gr-assets.com/books/1351338040m/6120349.jpg
5114,91247,192751034,"Beverly Cleary, Alan Tiegreen",1984,Ramona And Her Father,4.02,22181,https://images.gr-assets.com/books/1408925643m/91247.jpg
5115,49596,1600963943,Agatha Christie,1922,The Secret Adversary,3.82,20457,https://images.gr-assets.com/books/1331721280m/49596.jpg
5116,53413,394752848,"Julio Cortázar, Gregory Rabassa",1963,Rayuela,4.25,10309,https://images.gr-assets.com/books/1367728486m/53413.jpg
5117,9635495,345528204,Karin Slaughter,2011,Fallen,4.23,19777,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5118,25689074,1250091845,Marissa Meyer,2016,Stars Above,4.27,29333,https://images.gr-assets.com/books/1472473049m/25689074.jpg
5119,1207904,038551851X,Eric Clapton,2007,Clapton: The Autobiography,3.81,16369,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5120,647,312421435,Naomi Klein,1999,No Logo,3.86,18792,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5121,43927,451210557,Harlan Coben,2003,No Second Chance,4.05,18799,https://images.gr-assets.com/books/1309281936m/43927.jpg
5122,7748,446698229,Hunter S. Thompson,1973,Fear And Loathing On The Campaign Trail '72,4.1,15306,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5123,764434,743219600,P.D. James,1971,Shroud For A Nightingale,4.04,18044,https://images.gr-assets.com/books/1321172495m/764434.jpg
5124,21853633,1250019834,Sarah Addison Allen,2015,First Frost,3.95,20936,https://images.gr-assets.com/books/1410962794m/21853633.jpg
5125,223380,330426648,Ted Chiang,2002,Stories Of Your Life And Others ,4.27,16252,https://images.gr-assets.com/books/1356138316m/223380.jpg
5126,53926,9707704667,Mario Vargas Llosa,2006,Travesuras De La Niña Mala,4.04,11707,https://images.gr-assets.com/books/1405421130m/53926.jpg
5127,6449290,1565126807,Heidi W. Durrow,2010,The Girl Who Fell From The Sky,3.6,19139,https://images.gr-assets.com/books/1285276805m/6449290.jpg
5128,4031,375727272,Bret Easton Ellis,2005,Lunar Park,3.6,16431,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5129,32523,553804324,Lisa Gardner,2007,"Hide (Detective D.D. Warren, #2) ",4.14,21892,https://images.gr-assets.com/books/1327979037m/32523.jpg
5130,969177,9832672368,Habiburrahman El-Shirazy,2004,Ayat-Ayat Cinta,3.81,12345,https://images.gr-assets.com/books/1439347437m/969177.jpg
5131,29519514,1682305031,Erin Watt,2016,Broken Prince,4.11,21901,https://images.gr-assets.com/books/1464248584m/29519514.jpg
5132,16054811,385349831,"Paulo Coelho, Margaret Jull Costa",2012,Manuscrito Encontrado Em Accra,3.8,14318,https://images.gr-assets.com/books/1362586181m/16054811.jpg
5133,9296438,031238078X,Lisa Scottoline,2011,Save Me,3.63,20168,https://images.gr-assets.com/books/1311983193m/9296438.jpg
5134,52640,7117140,Clive Barker,1987,Weaveworld,4.13,19251,https://images.gr-assets.com/books/1329374451m/52640.jpg
5135,170650,671758896,Mary Higgins Clark,1991,"Loves Music, Loves To Dance",3.89,21880,https://images.gr-assets.com/books/1416640001m/170650.jpg
5136,215542,689869126,D.J. MacHale,2005,The Rivers Of Zadaa,4.19,20264,https://images.gr-assets.com/books/1432151614m/215542.jpg
5137,11227040,,Kristen Ashley,2011,Sweet Dreams,4.42,34766,https://images.gr-assets.com/books/1327912890m/11227040.jpg
5138,133486,345438310,Robert K. Massie,1967,Nicholas And Alexandra,4.25,17709,https://images.gr-assets.com/books/1333577599m/133486.jpg
5139,12275680,345527771,Janet Evanovich,2012,Wicked Business,3.76,24162,https://images.gr-assets.com/books/1328334213m/12275680.jpg
5140,16054808,037587089X,Chris Grabenstein,2013,Escape From Mr. Lemoncello'S Library,4.13,21376,https://images.gr-assets.com/books/1379335670m/16054808.jpg
5141,17208,345414004,Robert A. Heinlein,1982,Friday,3.82,21388,https://images.gr-assets.com/books/1315410828m/17208.jpg
5142,6926176,1414318634,Francine Rivers,2010,"Her Mother'S Hope (Marta'S Legacy, #1)",4.28,18257,https://images.gr-assets.com/books/1406510447m/6926176.jpg
5143,97860,395870828,David Wiesner,1991,Tuesday,4.17,21366,https://images.gr-assets.com/books/1328870556m/97860.jpg
5144,19707,399148701,Tom Clancy,2002,Red Rabbit,3.64,19287,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5145,13986,886773784,Mercedes Lackey,1987,Arrows Of The Queen (Heralds Of Valdemar #1),4.16,26844,https://images.gr-assets.com/books/1296358547m/13986.jpg
5146,424,374521727,Joan Didion,1968,Slouching Towards Bethlehem: Essays,4.24,17787,https://images.gr-assets.com/books/1327952074m/424.jpg
5147,43917,6497012,Raymond E. Feist,1995,Rise Of A Merchant Prince,4.02,20661,https://images.gr-assets.com/books/1360282060m/43917.jpg
5148,7285498,62002325,Courtney Allison Moulton,2011,Angelfire,3.93,27704,https://images.gr-assets.com/books/1294531919m/7285498.jpg
5149,12070846,1451665601,Stephen King,2011,Mile 81,3.62,14213,https://images.gr-assets.com/books/1407138212m/12070846.jpg
5150,446,312426232,Paul Auster,2005,The Brooklyn Follies,3.81,15635,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5151,277191,689859392,"Holly Black, Tony DiTerlizzi",2004,The Ironwood Tree,3.92,27293,https://images.gr-assets.com/books/1417954144m/277191.jpg
5152,159582,689846231,Marjorie Kinnan Rawlings,1930,The Yearling,3.99,21797,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5153,13561164,373210639,Katie McGarry,2013,Dare You To,4.18,32490,https://images.gr-assets.com/books/1354200468m/13561164.jpg
5154,6952423,446569895,"Ozzy Osbourne, Chris Ayres",2009,I Am Ozzy,4.05,16922,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5155,11077,767915305,J. Maarten Troost,2003,The Sex Lives Of Cannibals: Adrift In The Equatorial Pacific,3.87,16954,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5156,10445208,778313077,Maria V. Snyder,2011,Touch Of Power,4.17,29747,https://images.gr-assets.com/books/1317629193m/10445208.jpg
5157,5158,375703063,Kaye Gibbons,1989,A Virtuous Woman ,3.67,21311,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5158,59819,515128546,Nora Roberts,1999,Tears Of The Moon,4.19,24613,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5159,8968,316000973,Darren Shan,2002,"The Vampire Prince (Cirque Du Freak, #6)",4.23,20877,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5160,291356,034537472X,David Eddings,1991,The Sapphire Rose ,3.98,23232,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5161,24452249,1476798176,Bill Clegg,2015,Did You Ever Have A Family,3.81,17129,https://images.gr-assets.com/books/1440378380m/24452249.jpg
5162,33813,751531219,Nelson DeMille,1990,The Gold Coast,4.06,18616,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5163,781844,684839385,Elisabeth Kübler-Ross,1969,On Death And Dying,4.15,17937,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5164,23346918,1780892888,"James Patterson, Maxine Paetro",2015,14Th Deadly Sin,3.99,12823,https://images.gr-assets.com/books/1425682789m/23346918.jpg
5165,827412,60562498,Lisa Kleypas,2005,It Happened One Autumn,4.15,30993,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5166,2833172,399155163,Patricia Cornwell,2008,Scarpetta,3.72,21975,https://images.gr-assets.com/books/1358277265m/2833172.jpg
5167,21681,055350584X,Dennis Lehane,1996,"Darkness, Take My Hand",4.17,19019,https://images.gr-assets.com/books/1392049150m/21681.jpg
5168,239103,786901640,R.A. Salvatore,1993,Siege Of Darkness,4.15,17410,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5169,9917945,1416983244,Ellen Hopkins,2011,"Perfect (Impulse, #2)",4.35,21089,https://images.gr-assets.com/books/1296179689m/9917945.jpg
5170,17201095,2940016319510.0,Kristen Proby,2013,Play With Me,4.33,32132,https://images.gr-assets.com/books/1360471559m/17201095.jpg
5171,268604,425189031,J.D. Robb,2003,Portrait In Death,4.37,24958,https://images.gr-assets.com/books/1483391474m/268604.jpg
5172,17316075,2940016487080.0,Monica  Murphy,2013,Second Chance Boyfriend,4.06,30299,https://images.gr-assets.com/books/1370492442m/17316075.jpg
5173,184040,1401202322,"Brian K. Vaughan, Pia Guerra, Goran Parlov, José Marzán Jr.",2004,Y: The Last Man Vol. 4: Safeword,4.25,22207,https://images.gr-assets.com/books/1335238541m/184040.jpg
5174,18668066,399171088,Nora Roberts,2014,The Collector,3.92,15888,https://images.gr-assets.com/books/1389532018m/18668066.jpg
5175,8088,515138819,Robin McKinley,2003,Sunshine,3.85,27918,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5176,64857,312939027,Sue Grafton,1987,"""D"" Is For Deadbeat ",3.85,26075,https://images.gr-assets.com/books/1389287799m/64857.jpg
5177,10846336,1608195228,Jesmyn Ward,2010,Salvage The Bones,3.81,18505,https://images.gr-assets.com/books/1317067649m/10846336.jpg
5178,22611920,,Kristen Callihan,2014,The Hook Up,4.04,27915,https://images.gr-assets.com/books/1407891923m/22611920.jpg
5179,14069,345481291,Naomi Novik,2006,Throne Of Jade,3.89,23015,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5180,2368,671447548,David McCullough,1981,Mornings On Horseback,4.1,18321,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5181,79426,1401210090,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006,Y: The Last Man Vol. 7: Paper Dolls,4.25,22220,https://images.gr-assets.com/books/1311830366m/79426.jpg
5182,92160,345455681,Edward Rutherfurd,1997,London: The Novel,4.06,18902,https://images.gr-assets.com/books/1320450619m/92160.jpg
5183,16116760,1480118516,Natasha Preston,2012,Silence,3.93,13042,https://images.gr-assets.com/books/1351519075m/16116760.jpg
5184,20309175,1250059305,"Stephanie Perkins, Holly Black, Ally Carter, Matt de la Pena, Gayle Forman, Jenny Han, David Levithan, Kelly Link, Myra McEntire, Rainbow Rowell, Laini Taylor, Kiersten White",2014,My True Love Gave To Me: Twelve Holiday Stories,3.73,22480,https://images.gr-assets.com/books/1459353572m/20309175.jpg
5185,20509356,,Hugh Howey,2014,Sand Omnibus,3.96,14612,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5186,18616975,1612184715,Scott  Meyer,2013,Off To Be The Wizard,3.98,12885,https://images.gr-assets.com/books/1390179189m/18616975.jpg
5187,659388,679753338,Richard Russo,1993,Nobody'S Fool,4.12,18392,https://images.gr-assets.com/books/1463435569m/659388.jpg
5188,66370,451076451,"Richard Bachman, Stephen King",1977,Rage,3.8,21746,https://images.gr-assets.com/books/1299003176m/66370.jpg
5189,28407,140447423,"Émile Zola, Roger Pearson",1885,Germinal,4.09,19325,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5190,13573795,,Abbi Glines,2012,Ceaseless,4.2,27823,https://images.gr-assets.com/books/1351606331m/13573795.jpg
5191,11076177,224093614,Michael Ondaatje,2011,The Cat'S Table,3.59,16631,https://images.gr-assets.com/books/1327934764m/11076177.jpg
5192,76740,1857988221,Alfred Bester,1953,The Demolished Man,3.99,20685,https://images.gr-assets.com/books/1360171879m/76740.jpg
5193,9578590,1423121295,Melissa de la Cruz,2011,Lost In Time,4.05,23154,https://images.gr-assets.com/books/1298681924m/9578590.jpg
5194,199786,60725125,Meg Cabot,2001,Ninth Key,4.07,29922,https://images.gr-assets.com/books/1327954597m/199786.jpg
5195,693172,425100650,Dean Koontz,1984,Twilight Eyes,3.86,20694,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5196,25644437,525954570,Lisa Gardner,2016,Find Her,4.12,15957,https://images.gr-assets.com/books/1444071262m/25644437.jpg
5197,16122034,1939392748,"J. Lynn, Jennifer L. Armentrout",2013,Frigid,3.79,32611,https://images.gr-assets.com/books/1364364323m/16122034.jpg
5198,16532,553383833,"Isabel Allende, Margaret Sayers Peden",1984,De Amor Y De Sombra,3.96,15919,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5199,6202556,805088415,Jacqueline Kelly,2009,The Evolution Of Calpurnia Tate,3.97,22291,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5200,3678651,1423108760,Katie Alender,2009,Bad Girls Don'T Die,4.07,18862,https://images.gr-assets.com/books/1344514129m/3678651.jpg
5201,41707,425204030,Clive Cussler,1999,Atlantis Found,3.96,19102,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5202,4070095,307377326,David Mazzucchelli,2009,Asterios Polyp,4.19,19635,https://images.gr-assets.com/books/1327877671m/4070095.jpg
5203,651260,345383273,David Eddings,1992,Domes Of Fire,3.98,22206,https://images.gr-assets.com/books/1388212602m/651260.jpg
5204,138397,1582405301,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2005,"The Walking Dead, Vol. 4: The Heart'S Desire",4.23,21488,https://images.gr-assets.com/books/1460242153m/138397.jpg
5205,6277410,439846838,Kazu Kibuishi,2009,The Stonekeeper'S Curse,4.33,21461,https://images.gr-assets.com/books/1420153715m/6277410.jpg
5206,13066,446695688,Carl Hiaasen,2000,Sick Puppy,3.88,18248,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5207,24818,836217357,Bill Watterson,1993,The Days Are Just Packed: A Calvin And Hobbes Collection,4.68,19143,https://images.gr-assets.com/books/1418211162m/24818.jpg
5208,3253215,1600610862,Danny Gregory,2008,"An Illustrated Life: Drawing Inspiration From The Private Sketchbooks Of Artists, Illustrators And Designers",3.72,15601,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5209,13154933,307990672,Dean Koontz,2012,Odd Apocalypse,3.93,16063,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5210,80369,679752552,"Michel Foucault, Alan Sheridan, Thomas Mathiesen, Walter Seitter, Drago Braco Rotar",1975,Surveiller Et Punir. Naissance De La Prison,4.21,16892,https://images.gr-assets.com/books/1400737037m/80369.jpg
5211,215631,743412028,Catherine Ryan Hyde,1999,Pay It Forward,4.15,18220,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5212,40168,1401307922,Danny Gregory,2005,The Creative License: Giving Yourself Permission To Be The Artist You Truly Are,3.93,18139,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5213,569346,1591169283,"Arina Tanemura, Tomo Kimura",2001,満月をさがして 1,4.06,19443,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5214,68531,60935766,Bernard Cornwell,2000,Harlequin,4.12,16032,https://images.gr-assets.com/books/1407709312m/68531.jpg
5215,12535,1594481571,Anne Lamott,2004,Plan B: Further Thoughts On Faith,4.05,18056,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5216,62212,812974042,Sarah Dunant,2006,In The Company Of The Courtesan,3.76,19614,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5217,13630171,345531485,Peter V. Brett,2015,The Skull Throne,4.14,15946,https://images.gr-assets.com/books/1408637760m/13630171.jpg
5218,84133,312369506,Sherrilyn Kenyon,2007,Devil May Cry,4.32,30249,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5219,30002998,,Nicholas Sparks,2016,Two By Two,3.9,27691,https://images.gr-assets.com/books/1461620101m/30002998.jpg
5220,96081,316013838,Anita Shreve,2002,Sea Glass,3.65,19585,https://images.gr-assets.com/books/1422821164m/96081.jpg
5221,248470,1582349010,Shannon Hale,2006,River Secrets,4.03,27399,https://images.gr-assets.com/books/1362875702m/248470.jpg
5222,18404285,1250034485,Jeffrey Archer,2014,Be Careful What You Wish For,4.04,13714,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5223,12925063,1461072514,Amy A. Bartol,2013,Inescapable,4.05,25001,https://images.gr-assets.com/books/1327896605m/12925063.jpg
5224,6918909,61668095,Aprilynne Pike,2011,Illusions,4.12,26291,https://images.gr-assets.com/books/1324797814m/6918909.jpg
5225,333907,451165667,Joe McGinniss,1983,Fatal Vision,4.1,18395,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5226,1491906,1594201501,Sudhir Venkatesh,2008,Gang Leader For A Day,4.01,15387,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5227,43915,785127224,"Raymond E. Feist, Michael Avon Oeming, Bryan J.L. Glass, Ryan Stegman",1984,"Magician: Apprentice (The Riftwar Saga, #1) ",4.44,17782,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5228,183554,785281126,John C. Maxwell,1993,Developing The Leader Within You,4.18,15817,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5229,100933,7157177,C.S. Lewis,1945,That Hideous Strength,3.87,19866,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
5230,18652002,62331159,Laline Paull,2014,The Bees,3.67,15848,https://images.gr-assets.com/books/1384018069m/18652002.jpg
5231,2458340,385664443,Sara Gruen,2010,Ape House,3.46,21093,https://images.gr-assets.com/books/1328023833m/2458340.jpg
