User-ID,isbn,Book-Rating,original_title,authors,original_publication_year,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
169,0446601640,7,Slow Waltz in Cedar Bend,Robert James Waller,1994,Warner Books,http://images.amazon.com/images/P/0446601640.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446601640.01.LZZZZZZZ.jpg
18082,0446604275,8,Primary Colors: A Novel of Politics,Anonymous,1996,Warner Books,http://images.amazon.com/images/P/0446604275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604275.01.LZZZZZZZ.jpg
6772,0446604844,7,Total Control,David Baldacci,1997,Warner Books,http://images.amazon.com/images/P/0446604844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446604844.01.LZZZZZZZ.jpg
21261,044661095X,8,Killing Time,Caleb Carr,2002,Warner Books,http://images.amazon.com/images/P/044661095X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044661095X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044661095X.01.LZZZZZZZ.jpg
9504,044922046X,9,Catering to Nobody,Diane Mott Davidson,1995,Fawcett Books,http://images.amazon.com/images/P/044922046X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044922046X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044922046X.01.LZZZZZZZ.jpg
26387,0449221180,9,Native Tongue,Carl Hiaasen,1992,Fawcett Books,http://images.amazon.com/images/P/0449221180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221180.01.LZZZZZZZ.jpg
31826,0451127897,10,Stand,Stephen King,1980,Signet Book,http://images.amazon.com/images/P/0451127897.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451127897.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451127897.01.LZZZZZZZ.jpg
13552,0451128370,5,Christine,Stephen King,1983,Penguin Putnam~mass,http://images.amazon.com/images/P/0451128370.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451128370.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451128370.01.LZZZZZZZ.jpg
3605,0451147367,5,"The Bachman Books: Rage, the Long Walk, Roadwork, the Running Man",Stephen King,1991,New Amer Library,http://images.amazon.com/images/P/0451147367.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451147367.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451147367.01.LZZZZZZZ.jpg
714,0451155750,7,The Dead Zone,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451155750.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451155750.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451155750.01.LZZZZZZZ.jpg
4938,0451156609,10,The Tommyknockers,Stephen King,1994,Signet Book,http://images.amazon.com/images/P/0451156609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451156609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451156609.01.LZZZZZZZ.jpg
9139,0451172817,10,Needful Things,Stephen King,2004,Signet Book,http://images.amazon.com/images/P/0451172817.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451172817.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451172817.01.LZZZZZZZ.jpg
4092,0451176464,6,Gerald's Game,Stephen King,2001,Signet Book,http://images.amazon.com/images/P/0451176464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451176464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451176464.01.LZZZZZZZ.jpg
6566,0451181379,8,The Door to December,Dean R. Koontz,1994,Signet Book,http://images.amazon.com/images/P/0451181379.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451181379.01.LZZZZZZZ.jpg
1435,0451183665,7,A Case of Need,Michael Crichton,1994,Signet Book,http://images.amazon.com/images/P/0451183665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451183665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451183665.01.LZZZZZZZ.jpg
10354,0451184963,7,Insomnia,Stephen King,1995,Signet Book,http://images.amazon.com/images/P/0451184963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451184963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451184963.01.LZZZZZZZ.jpg
11341,0451186923,7,The Deep End of the Ocean,Jacquelyn Mitchard,1997,New Amer Library,http://images.amazon.com/images/P/0451186923.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451186923.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451186923.01.LZZZZZZZ.jpg
9357,0451190521,10,The Green Mile: The Mouse on the Mile (Green Mile Series),Stephen King,1996,Signet Book,http://images.amazon.com/images/P/0451190521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451190521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451190521.01.LZZZZZZZ.jpg
11676,0515122408,6,The Cat Who Tailed a Thief,Lilian Jackson Braun,1998,Jove Books,http://images.amazon.com/images/P/0515122408.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515122408.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515122408.01.LZZZZZZZ.jpg
3719,051512608X,7,The Reef,Nora Roberts,1999,Jove Books,http://images.amazon.com/images/P/051512608X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512608X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512608X.01.LZZZZZZZ.jpg
11676,0515126772,10,Jewels of the Sun (Irish Trilogy),Nora Roberts,2004,Jove Books,http://images.amazon.com/images/P/0515126772.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515126772.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515126772.01.LZZZZZZZ.jpg
8323,0515127833,6,River's End,Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515127833.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515127833.01.LZZZZZZZ.jpg
13552,0515128546,7,Tears of the Moon (Irish Trilogy),Nora Roberts,2000,Jove Books,http://images.amazon.com/images/P/0515128546.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515128546.01.LZZZZZZZ.jpg
278418,0515131229,8,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003,Jove Books,http://images.amazon.com/images/P/0515131229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.LZZZZZZZ.jpg
37605,0525443959,9,My Side of the Mountain,Jean Craighead George,1988,Dutton Books,http://images.amazon.com/images/P/0525443959.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525443959.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525443959.01.LZZZZZZZ.jpg
7610,0525941908,9,The Regulators,Richard Bachman,1996,Dutton Books,http://images.amazon.com/images/P/0525941908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525941908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525941908.01.LZZZZZZZ.jpg
278543,0553096834,7,Couplehood,Paul Reiser,1994,Bantam Dell Pub Group,http://images.amazon.com/images/P/0553096834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553096834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553096834.01.LZZZZZZZ.jpg
2611,0553208845,7,Siddhartha,Hermann Hesse,1981,Bantam Classics,http://images.amazon.com/images/P/0553208845.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553208845.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553208845.01.LZZZZZZZ.jpg
16634,055321330X,8,The Awakening,Kate Chopin,1985,Bantam,http://images.amazon.com/images/P/055321330X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055321330X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055321330X.01.LZZZZZZZ.jpg
7346,055327824X,8,Of Mice and Men,JOHN STEINBECK,1983,Bantam,http://images.amazon.com/images/P/055327824X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055327824X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055327824X.01.LZZZZZZZ.jpg
278633,0553278355,8,The Bell Jar,Sylvia Plath,1983,Bantam,http://images.amazon.com/images/P/0553278355.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553278355.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553278355.01.LZZZZZZZ.jpg
5674,0553280414,5,A Separate Peace,John Knowles,1985,Bantam Books,http://images.amazon.com/images/P/0553280414.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553280414.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553280414.01.LZZZZZZZ.jpg
6323,0553284789,6,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam,http://images.amazon.com/images/P/0553284789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553284789.01.LZZZZZZZ.jpg
11676,055357230X,7,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999,Bantam Books,http://images.amazon.com/images/P/055357230X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055357230X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055357230X.01.LZZZZZZZ.jpg
11676,0553572512,7,Playing for the Ashes,ELIZABETH GEORGE,1995,Bantam,http://images.amazon.com/images/P/0553572512.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553572512.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553572512.01.LZZZZZZZ.jpg
8067,055357258X,10,The Last Suppers,DIANE MOTT DAVIDSON,1995,Crimeline,http://images.amazon.com/images/P/055357258X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055357258X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055357258X.01.LZZZZZZZ.jpg
23363,0553582658,8,Summer Light,Luanne Rice,2002,Bantam Books,http://images.amazon.com/images/P/0553582658.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582658.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582658.01.LZZZZZZZ.jpg
6251,0590406205,10,Stuart Little,E.B. White,0,Scholastic Inc,http://images.amazon.com/images/P/0590406205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590406205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590406205.01.LZZZZZZZ.jpg
11676,0670805149,7,Lake Wobegon Days,Garrison Keillor,1985,Penguin USA,http://images.amazon.com/images/P/0670805149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670805149.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670805149.01.LZZZZZZZ.jpg
3373,0671014919,6,My Gal Sunday,Mary Higgins Clark,2003,Pocket,http://images.amazon.com/images/P/0671014919.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671014919.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671014919.01.LZZZZZZZ.jpg
1435,0671024248,4,Hearts In Atlantis,Stephen King,2000,Pocket,http://images.amazon.com/images/P/0671024248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671024248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg
9417,0671443283,5,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),V.C. Andrews,1984,Pocket,http://images.amazon.com/images/P/0671443283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671443283.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671443283.01.LZZZZZZZ.jpg
11676,0671525743,10,Night Whispers,Judith McNaught,1999,Pocket,http://images.amazon.com/images/P/0671525743.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671525743.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671525743.01.LZZZZZZZ.jpg
11676,0671534718,10,Melody (Logan),V.C. Andrews,1996,Pocket,http://images.amazon.com/images/P/0671534718.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671534718.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671534718.01.LZZZZZZZ.jpg
929,0671617028,8,The Color Purple,Alice Walker,1985,Pocket Books,http://images.amazon.com/images/P/0671617028.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671617028.01.LZZZZZZZ.jpg
1759,067164257X,8,GARDEN OF SHADOWS (Dollanger Saga (Paperback)),Ariel Jennifer Jones,1987,Pocket,http://images.amazon.com/images/P/067164257X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067164257X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067164257X.01.LZZZZZZZ.jpg
9417,0671670689,5,Dawn (Cutler),V.C. Andrews,1990,Pocket,http://images.amazon.com/images/P/0671670689.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671670689.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671670689.01.LZZZZZZZ.jpg
167478,0671685465,8,Wild Swans: Three Daughters of China,Jung Chang,1991,Simon & Schuster,http://images.amazon.com/images/P/0671685465.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671685465.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671685465.01.LZZZZZZZ.jpg
11676,0671695886,8,Desert Solitaire,Edward Abbey,1990,Touchstone,http://images.amazon.com/images/P/0671695886.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671695886.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671695886.01.LZZZZZZZ.jpg
11676,067172262X,9,Hamlet,William Shakespeare,1992,Washington Square Press,http://images.amazon.com/images/P/067172262X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067172262X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067172262X.01.LZZZZZZZ.jpg
3543,0671758896,10,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket,http://images.amazon.com/images/P/0671758896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671758896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671758896.01.LZZZZZZZ.jpg
5037,0671867113,4,Moonlight Becomes You,Mary Higgins Clark,1997,Pocket,http://images.amazon.com/images/P/0671867113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867113.01.LZZZZZZZ.jpg
5582,0679720200,10,The Stranger,ALBERT CAMUS,1989,Vintage,http://images.amazon.com/images/P/0679720200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679720200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679720200.01.LZZZZZZZ.jpg
5830,068416325X,6,The GREAT GATSBY (Scribner Classic),F. Scott Fitzgerald,1979,Scribner Paper Fiction,http://images.amazon.com/images/P/068416325X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068416325X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068416325X.01.LZZZZZZZ.jpg
7125,0767903854,8,In a Sunburned Country,Bill Bryson,2000,Broadway Books,http://images.amazon.com/images/P/0767903854.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767903854.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767903854.01.LZZZZZZZ.jpg
8676,0812570944,9,What Dreams May Come : A Novel,Richard Matheson,1998,Tor Books,http://images.amazon.com/images/P/0812570944.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812570944.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812570944.01.LZZZZZZZ.jpg
227250,0821759744,7,Dangerous,Becky Barker,1997,Kensington Publishing Corporation,http://images.amazon.com/images/P/0821759744.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821759744.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821759744.01.LZZZZZZZ.jpg
3556,0842329277,10,"Assassins: Assignment: Jerusalem, Target: Antichrist (Left Behind No. 6)",Tim Lahaye,2000,Tyndale House Publishers,http://images.amazon.com/images/P/0842329277.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0842329277.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0842329277.01.LZZZZZZZ.jpg
8253,0891073906,9,This Present Darkness,Frank E. Peretti,1986,Crossway Books,http://images.amazon.com/images/P/0891073906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0891073906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0891073906.01.LZZZZZZZ.jpg
77902,0944353002,6,The Celestine Prophecy,James Redfield,1993,Satori Press,http://images.amazon.com/images/P/0944353002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0944353002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0944353002.01.LZZZZZZZ.jpg
7346,1559029838,8,Call of the Wild,Jack London,0,Selldowns/no More Orders,http://images.amazon.com/images/P/1559029838.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559029838.01.LZZZZZZZ.jpg
3329,0884046818,9,Battlefield Earth: A Saga of the Year 3000,L. Ron Hubbard,1991,Bridge Publications,http://images.amazon.com/images/P/0884046818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0884046818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0884046818.01.LZZZZZZZ.jpg
278446,0743418190,6,In Her Shoes : A Novel,Jennifer Weiner,2002,Atria Books,http://images.amazon.com/images/P/0743418190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418190.01.LZZZZZZZ.jpg
278469,0446679593,6,Suzanne's Diary for Nicholas,James Patterson,2002,Warner Books,http://images.amazon.com/images/P/0446679593.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446679593.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446679593.01.LZZZZZZZ.jpg
11676,0002558122,8,Angelas Ashes,Frank Mccourt,0,Harpercollins Australia,http://images.amazon.com/images/P/0002558122.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0002558122.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0002558122.01.LZZZZZZZ.jpg
278487,0553578693,10,The Next Accident,LISA GARDNER,2002,Bantam,http://images.amazon.com/images/P/0553578693.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553578693.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553578693.01.LZZZZZZZ.jpg
278500,0425167720,5,An Instance of the Fingerpost,Iain Pears,1999,Berkley Publishing Group,http://images.amazon.com/images/P/0425167720.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425167720.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425167720.01.LZZZZZZZ.jpg
12154,1576737330,6,The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce Wilkinson,2000,Multnomah,http://images.amazon.com/images/P/1576737330.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1576737330.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1576737330.01.LZZZZZZZ.jpg
278520,0316693251,8,Roses Are Red,James Patterson,2000,Little Brown and Company,http://images.amazon.com/images/P/0316693251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316693251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316693251.01.LZZZZZZZ.jpg
278522,0312955006,7,The Concrete Blonde (A Harry Bosch Novel),Michael Connelly,1995,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312955006.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312955006.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312955006.01.LZZZZZZZ.jpg
278522,0440225590,7,Cuba Libre,Elmore Leonard,1999,Dell Publishing Company,http://images.amazon.com/images/P/0440225590.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440225590.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440225590.01.LZZZZZZZ.jpg
6563,0375412530,6,Back When We Were Grownups: A Novel,ANNE TYLER,2001,Knopf,http://images.amazon.com/images/P/0375412530.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375412530.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375412530.01.LZZZZZZZ.jpg
34087,0061030597,6,Moment of Truth,Lisa Scottoline,2001,HarperTorch,http://images.amazon.com/images/P/0061030597.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061030597.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061030597.01.LZZZZZZZ.jpg
1075,0375726403,7,Empire Falls,Richard Russo,2002,Vintage Books USA,http://images.amazon.com/images/P/0375726403.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375726403.01.LZZZZZZZ.jpg
278535,0425178765,8,Easy Prey,John Sandford,2001,Berkley Publishing Group,http://images.amazon.com/images/P/0425178765.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425178765.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425178765.01.LZZZZZZZ.jpg
278535,0425182878,9,Chosen Prey,John Sandford,2004,Berkley Publishing Group,http://images.amazon.com/images/P/0425182878.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425182878.01.LZZZZZZZ.jpg
278535,0440221595,7,The Glass Lake,Maeve Binchy,1996,Dell,http://images.amazon.com/images/P/0440221595.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440221595.01.LZZZZZZZ.jpg
11676,0446360589,6,The Burden of Proof,Scott Turow,1991,Warner Books,http://images.amazon.com/images/P/0446360589.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446360589.01.LZZZZZZZ.jpg
278535,0449003787,9,"\O\"" Is for Outlaw""",SUE GRAFTON,2001,Ballantine Books,http://images.amazon.com/images/P/0449003787.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449003787.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449003787.01.LZZZZZZZ.jpg
278535,0449219461,8,H Is for Homicide (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1993,Fawcett Books,http://images.amazon.com/images/P/0449219461.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449219461.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449219461.01.LZZZZZZZ.jpg
11676,0553581554,6,The Killing Game: Only One Can Win...and the Loser Dies,Iris Johansen,2000,Bantam Books,http://images.amazon.com/images/P/0553581554.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553581554.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553581554.01.LZZZZZZZ.jpg
5183,0553277472,8,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984,Bantam,http://images.amazon.com/images/P/0553277472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553277472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553277472.01.LZZZZZZZ.jpg
278541,1931561648,10,The Time Traveler's Wife (Today Show Book Club #15),Audrey Niffenegger,2003,MacAdam/Cage Publishing,http://images.amazon.com/images/P/1931561648.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1931561648.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1931561648.01.LZZZZZZZ.jpg
5638,0446605409,9,Plum Island,Nelson DeMille,1998,Warner Books,http://images.amazon.com/images/P/0446605409.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446605409.01.LZZZZZZZ.jpg
2033,0688149790,8,Babyhood,Paul Reiser,1997,William Morrow & Company,http://images.amazon.com/images/P/0688149790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0688149790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0688149790.01.LZZZZZZZ.jpg
11676,0553582135,8,Final Target,Iris Johansen,2002,Bantam Books,http://images.amazon.com/images/P/0553582135.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582135.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582135.01.LZZZZZZZ.jpg
7346,0671867172,9,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995,Pocket,http://images.amazon.com/images/P/0671867172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.LZZZZZZZ.jpg
278551,0425129586,6,And Then There Were None,Agatha Christie,1995,Berkley Publishing Group,http://images.amazon.com/images/P/0425129586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425129586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425129586.01.LZZZZZZZ.jpg
278551,044041833X,7,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,2001,Yearling,http://images.amazon.com/images/P/044041833X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044041833X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044041833X.01.LZZZZZZZ.jpg
278551,0590660543,5,Northern Lights (His Dark Materials S.),Philip Pullman,1998,Scholastic Point,http://images.amazon.com/images/P/0590660543.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590660543.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590660543.01.LZZZZZZZ.jpg
278554,0140292683,8,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books Ltd,http://images.amazon.com/images/P/0140292683.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140292683.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140292683.01.LZZZZZZZ.jpg
278554,0385730586,9,Sisterhood of the Traveling Pants,ANN BRASHARES,2003,Delacorte Books for Young Readers,http://images.amazon.com/images/P/0385730586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385730586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385730586.01.LZZZZZZZ.jpg
3578,0802130208,10,A Confederacy of Dunces (Evergreen Book),John Kennedy Toole,1987,Grove Press,http://images.amazon.com/images/P/0802130208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802130208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802130208.01.LZZZZZZZ.jpg
2466,0312971346,9,High Five (A Stephanie Plum Novel),Janet Evanovich,2000,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312971346.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312971346.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312971346.01.LZZZZZZZ.jpg
5582,0312976275,10,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312976275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg
